date,state,variable,value
2021-06-10,Johor,1st Dose,14361
2021-06-10,Kedah,1st Dose,6238
2021-06-10,Kelantan,1st Dose,7111
2021-06-10,Melaka,1st Dose,2395
2021-06-10,Negeri Sembilan,1st Dose,4757
2021-06-10,Pahang,1st Dose,5030
2021-06-10,Perak,1st Dose,5567
2021-06-10,Perlis,1st Dose,1624
2021-06-10,Pulau Pinang,1st Dose,8078
2021-06-10,Sabah,1st Dose,10013
2021-06-10,Sarawak,1st Dose,6047
2021-06-10,Selangor,1st Dose,19391
2021-06-10,Terengganu,1st Dose,1159
2021-06-10,W.P. Kuala Lumpur,1st Dose,21020
2021-06-10,W.P. Labuan,1st Dose,620
2021-06-10,W.P. Putrajaya,1st Dose,442
2021-06-11,Johor,1st Dose,5311
2021-06-11,Kedah,1st Dose,1610
2021-06-11,Kelantan,1st Dose,536
2021-06-11,Melaka,1st Dose,2189
2021-06-11,Negeri Sembilan,1st Dose,3861
2021-06-11,Pahang,1st Dose,3681
2021-06-11,Perak,1st Dose,5097
2021-06-11,Perlis,1st Dose,995
2021-06-11,Pulau Pinang,1st Dose,9112
2021-06-11,Sabah,1st Dose,10790
2021-06-11,Sarawak,1st Dose,9681
2021-06-11,Selangor,1st Dose,20196
2021-06-11,Terengganu,1st Dose,182
2021-06-11,W.P. Kuala Lumpur,1st Dose,22395
2021-06-11,W.P. Labuan,1st Dose,383
2021-06-11,W.P. Putrajaya,1st Dose,397
2021-06-12,Johor,1st Dose,10329
2021-06-12,Kedah,1st Dose,1053
2021-06-12,Kelantan,1st Dose,140
2021-06-12,Melaka,1st Dose,2035
2021-06-12,Negeri Sembilan,1st Dose,1182
2021-06-12,Pahang,1st Dose,1273
2021-06-12,Perak,1st Dose,4277
2021-06-12,Perlis,1st Dose,0
2021-06-12,Pulau Pinang,1st Dose,6090
2021-06-12,Sabah,1st Dose,12173
2021-06-12,Sarawak,1st Dose,25770
2021-06-12,Selangor,1st Dose,13678
2021-06-12,Terengganu,1st Dose,1905
2021-06-12,W.P. Kuala Lumpur,1st Dose,23158
2021-06-12,W.P. Labuan,1st Dose,438
2021-06-12,W.P. Putrajaya,1st Dose,0
2021-06-13,Johor,1st Dose,12799
2021-06-13,Kedah,1st Dose,4694
2021-06-13,Kelantan,1st Dose,5317
2021-06-13,Melaka,1st Dose,0
2021-06-13,Negeri Sembilan,1st Dose,900
2021-06-13,Pahang,1st Dose,1414
2021-06-13,Perak,1st Dose,3876
2021-06-13,Perlis,1st Dose,0
2021-06-13,Pulau Pinang,1st Dose,1999
2021-06-13,Sabah,1st Dose,8566
2021-06-13,Sarawak,1st Dose,26818
2021-06-13,Selangor,1st Dose,10886
2021-06-13,Terengganu,1st Dose,3972
2021-06-13,W.P. Kuala Lumpur,1st Dose,23812
2021-06-13,W.P. Labuan,1st Dose,0
2021-06-13,W.P. Putrajaya,1st Dose,0
2021-06-14,Johor,1st Dose,15207
2021-06-14,Kedah,1st Dose,4335
2021-06-14,Kelantan,1st Dose,6688
2021-06-14,Melaka,1st Dose,1614
2021-06-14,Negeri Sembilan,1st Dose,4711
2021-06-14,Pahang,1st Dose,3063
2021-06-14,Perak,1st Dose,5761
2021-06-14,Perlis,1st Dose,1888
2021-06-14,Pulau Pinang,1st Dose,7958
2021-06-14,Sabah,1st Dose,11069
2021-06-14,Sarawak,1st Dose,34147
2021-06-14,Selangor,1st Dose,24624
2021-06-14,Terengganu,1st Dose,4040
2021-06-14,W.P. Kuala Lumpur,1st Dose,21356
2021-06-14,W.P. Labuan,1st Dose,1190
2021-06-14,W.P. Putrajaya,1st Dose,434
2021-06-15,Johor,1st Dose,13354
2021-06-15,Kedah,1st Dose,4299
2021-06-15,Kelantan,1st Dose,8106
2021-06-15,Melaka,1st Dose,2077
2021-06-15,Negeri Sembilan,1st Dose,5536
2021-06-15,Pahang,1st Dose,6168
2021-06-15,Perak,1st Dose,6260
2021-06-15,Perlis,1st Dose,1846
2021-06-15,Pulau Pinang,1st Dose,8479
2021-06-15,Sabah,1st Dose,13274
2021-06-15,Sarawak,1st Dose,39606
2021-06-15,Selangor,1st Dose,28189
2021-06-15,Terengganu,1st Dose,4115
2021-06-15,W.P. Kuala Lumpur,1st Dose,24203
2021-06-15,W.P. Labuan,1st Dose,940
2021-06-15,W.P. Putrajaya,1st Dose,726
2021-06-16,Johor,1st Dose,16962
2021-06-16,Kedah,1st Dose,3866
2021-06-16,Kelantan,1st Dose,11623
2021-06-16,Melaka,1st Dose,5166
2021-06-16,Negeri Sembilan,1st Dose,5556
2021-06-16,Pahang,1st Dose,5542
2021-06-16,Perak,1st Dose,2470
2021-06-16,Perlis,1st Dose,2600
2021-06-16,Pulau Pinang,1st Dose,9921
2021-06-16,Sabah,1st Dose,16668
2021-06-16,Sarawak,1st Dose,54341
2021-06-16,Selangor,1st Dose,35743
2021-06-16,Terengganu,1st Dose,5337
2021-06-16,W.P. Kuala Lumpur,1st Dose,28221
2021-06-16,W.P. Labuan,1st Dose,1169
2021-06-16,W.P. Putrajaya,1st Dose,1201
2021-06-17,Johor,1st Dose,14591
2021-06-17,Kedah,1st Dose,3753
2021-06-17,Kelantan,1st Dose,8650
2021-06-17,Melaka,1st Dose,4956
2021-06-17,Negeri Sembilan,1st Dose,5278
2021-06-17,Pahang,1st Dose,3587
2021-06-17,Perak,1st Dose,9259
2021-06-17,Perlis,1st Dose,1415
2021-06-17,Pulau Pinang,1st Dose,9177
2021-06-17,Sabah,1st Dose,12592
2021-06-17,Sarawak,1st Dose,50936
2021-06-17,Selangor,1st Dose,29778
2021-06-17,Terengganu,1st Dose,3396
2021-06-17,W.P. Kuala Lumpur,1st Dose,24402
2021-06-17,W.P. Labuan,1st Dose,2518
2021-06-17,W.P. Putrajaya,1st Dose,919
2021-06-18,Johor,1st Dose,7180
2021-06-18,Kedah,1st Dose,1660
2021-06-18,Kelantan,1st Dose,435
2021-06-18,Melaka,1st Dose,4667
2021-06-18,Negeri Sembilan,1st Dose,4411
2021-06-18,Pahang,1st Dose,3439
2021-06-18,Perak,1st Dose,8030
2021-06-18,Perlis,1st Dose,922
2021-06-18,Pulau Pinang,1st Dose,8116
2021-06-18,Sabah,1st Dose,11171
2021-06-18,Sarawak,1st Dose,49792
2021-06-18,Selangor,1st Dose,26908
2021-06-18,Terengganu,1st Dose,1
2021-06-18,W.P. Kuala Lumpur,1st Dose,23362
2021-06-18,W.P. Labuan,1st Dose,2330
2021-06-18,W.P. Putrajaya,1st Dose,706
2021-06-19,Johor,1st Dose,8808
2021-06-19,Kedah,1st Dose,246
2021-06-19,Kelantan,1st Dose,551
2021-06-19,Melaka,1st Dose,5053
2021-06-19,Negeri Sembilan,1st Dose,1281
2021-06-19,Pahang,1st Dose,924
2021-06-19,Perak,1st Dose,6157
2021-06-19,Perlis,1st Dose,1865
2021-06-19,Pulau Pinang,1st Dose,7746
2021-06-19,Sabah,1st Dose,12341
2021-06-19,Sarawak,1st Dose,44275
2021-06-19,Selangor,1st Dose,19447
2021-06-19,Terengganu,1st Dose,129
2021-06-19,W.P. Kuala Lumpur,1st Dose,24743
2021-06-19,W.P. Labuan,1st Dose,2369
2021-06-19,W.P. Putrajaya,1st Dose,0
2021-06-20,Johor,1st Dose,7389
2021-06-20,Kedah,1st Dose,591
2021-06-20,Kelantan,1st Dose,4758
2021-06-20,Melaka,1st Dose,3
2021-06-20,Negeri Sembilan,1st Dose,585
2021-06-20,Pahang,1st Dose,1248
2021-06-20,Perak,1st Dose,5387
2021-06-20,Perlis,1st Dose,2152
2021-06-20,Pulau Pinang,1st Dose,2100
2021-06-20,Sabah,1st Dose,6602
2021-06-20,Sarawak,1st Dose,43589
2021-06-20,Selangor,1st Dose,15866
2021-06-20,Terengganu,1st Dose,3096
2021-06-20,W.P. Kuala Lumpur,1st Dose,27402
2021-06-20,W.P. Labuan,1st Dose,1768
2021-06-20,W.P. Putrajaya,1st Dose,0
2021-06-21,Johor,1st Dose,8248
2021-06-21,Kedah,1st Dose,2968
2021-06-21,Kelantan,1st Dose,4899
2021-06-21,Melaka,1st Dose,4939
2021-06-21,Negeri Sembilan,1st Dose,5069
2021-06-21,Pahang,1st Dose,6305
2021-06-21,Perak,1st Dose,6658
2021-06-21,Perlis,1st Dose,1904
2021-06-21,Pulau Pinang,1st Dose,10215
2021-06-21,Sabah,1st Dose,9234
2021-06-21,Sarawak,1st Dose,63250
2021-06-21,Selangor,1st Dose,27101
2021-06-21,Terengganu,1st Dose,3925
2021-06-21,W.P. Kuala Lumpur,1st Dose,33014
2021-06-21,W.P. Labuan,1st Dose,2661
2021-06-21,W.P. Putrajaya,1st Dose,809
2021-06-22,Johor,1st Dose,9668
2021-06-22,Kedah,1st Dose,3020
2021-06-22,Kelantan,1st Dose,4043
2021-06-22,Melaka,1st Dose,4553
2021-06-22,Negeri Sembilan,1st Dose,7233
2021-06-22,Pahang,1st Dose,7343
2021-06-22,Perak,1st Dose,7070
2021-06-22,Perlis,1st Dose,1831
2021-06-22,Pulau Pinang,1st Dose,10350
2021-06-22,Sabah,1st Dose,10017
2021-06-22,Sarawak,1st Dose,60035
2021-06-22,Selangor,1st Dose,31682
2021-06-22,Terengganu,1st Dose,3560
2021-06-22,W.P. Kuala Lumpur,1st Dose,34846
2021-06-22,W.P. Labuan,1st Dose,3066
2021-06-22,W.P. Putrajaya,1st Dose,944
2021-06-23,Johor,1st Dose,9350
2021-06-23,Kedah,1st Dose,1341
2021-06-23,Kelantan,1st Dose,2969
2021-06-23,Melaka,1st Dose,4281
2021-06-23,Negeri Sembilan,1st Dose,6208
2021-06-23,Pahang,1st Dose,4746
2021-06-23,Perak,1st Dose,4312
2021-06-23,Perlis,1st Dose,1660
2021-06-23,Pulau Pinang,1st Dose,9926
2021-06-23,Sabah,1st Dose,8200
2021-06-23,Sarawak,1st Dose,61079
2021-06-23,Selangor,1st Dose,31392
2021-06-23,Terengganu,1st Dose,3534
2021-06-23,W.P. Kuala Lumpur,1st Dose,33517
2021-06-23,W.P. Labuan,1st Dose,2453
2021-06-23,W.P. Putrajaya,1st Dose,459
2021-06-24,Johor,1st Dose,10294
2021-06-24,Kedah,1st Dose,1807
2021-06-24,Kelantan,1st Dose,2098
2021-06-24,Melaka,1st Dose,4637
2021-06-24,Negeri Sembilan,1st Dose,6013
2021-06-24,Pahang,1st Dose,3114
2021-06-24,Perak,1st Dose,5795
2021-06-24,Perlis,1st Dose,986
2021-06-24,Pulau Pinang,1st Dose,9269
2021-06-24,Sabah,1st Dose,7595
2021-06-24,Sarawak,1st Dose,59339
2021-06-24,Selangor,1st Dose,32854
2021-06-24,Terengganu,1st Dose,3726
2021-06-24,W.P. Kuala Lumpur,1st Dose,32851
2021-06-24,W.P. Labuan,1st Dose,2258
2021-06-24,W.P. Putrajaya,1st Dose,423
2021-06-25,Johor,1st Dose,7537
2021-06-25,Kedah,1st Dose,391
2021-06-25,Kelantan,1st Dose,291
2021-06-25,Melaka,1st Dose,5661
2021-06-25,Negeri Sembilan,1st Dose,4806
2021-06-25,Pahang,1st Dose,3004
2021-06-25,Perak,1st Dose,2055
2021-06-25,Perlis,1st Dose,1359
2021-06-25,Pulau Pinang,1st Dose,8648
2021-06-25,Sabah,1st Dose,6801
2021-06-25,Sarawak,1st Dose,51578
2021-06-25,Selangor,1st Dose,32911
2021-06-25,Terengganu,1st Dose,85
2021-06-25,W.P. Kuala Lumpur,1st Dose,27443
2021-06-25,W.P. Labuan,1st Dose,1905
2021-06-25,W.P. Putrajaya,1st Dose,388
2021-06-26,Johor,1st Dose,4915
2021-06-26,Kedah,1st Dose,304
2021-06-26,Kelantan,1st Dose,919
2021-06-26,Melaka,1st Dose,5652
2021-06-26,Negeri Sembilan,1st Dose,1214
2021-06-26,Pahang,1st Dose,4250
2021-06-26,Perak,1st Dose,678
2021-06-26,Perlis,1st Dose,462
2021-06-26,Pulau Pinang,1st Dose,7276
2021-06-26,Sabah,1st Dose,6759
2021-06-26,Sarawak,1st Dose,46424
2021-06-26,Selangor,1st Dose,31327
2021-06-26,Terengganu,1st Dose,6285
2021-06-26,W.P. Kuala Lumpur,1st Dose,24465
2021-06-26,W.P. Labuan,1st Dose,1800
2021-06-26,W.P. Putrajaya,1st Dose,25
2021-06-27,Johor,1st Dose,3307
2021-06-27,Kedah,1st Dose,603
2021-06-27,Kelantan,1st Dose,1894
2021-06-27,Melaka,1st Dose,600
2021-06-27,Negeri Sembilan,1st Dose,1137
2021-06-27,Pahang,1st Dose,409
2021-06-27,Perak,1st Dose,513
2021-06-27,Perlis,1st Dose,2172
2021-06-27,Pulau Pinang,1st Dose,3011
2021-06-27,Sabah,1st Dose,3812
2021-06-27,Sarawak,1st Dose,37079
2021-06-27,Selangor,1st Dose,27211
2021-06-27,Terengganu,1st Dose,3977
2021-06-27,W.P. Kuala Lumpur,1st Dose,24640
2021-06-27,W.P. Labuan,1st Dose,1412
2021-06-27,W.P. Putrajaya,1st Dose,14
2021-06-28,Johor,1st Dose,6833
2021-06-28,Kedah,1st Dose,4493
2021-06-28,Kelantan,1st Dose,5487
2021-06-28,Melaka,1st Dose,3065
2021-06-28,Negeri Sembilan,1st Dose,7113
2021-06-28,Pahang,1st Dose,7581
2021-06-28,Perak,1st Dose,6341
2021-06-28,Perlis,1st Dose,573
2021-06-28,Pulau Pinang,1st Dose,11868
2021-06-28,Sabah,1st Dose,3651
2021-06-28,Sarawak,1st Dose,41562
2021-06-28,Selangor,1st Dose,34595
2021-06-28,Terengganu,1st Dose,4380
2021-06-28,W.P. Kuala Lumpur,1st Dose,26462
2021-06-28,W.P. Labuan,1st Dose,2053
2021-06-28,W.P. Putrajaya,1st Dose,522
2021-06-29,Johor,1st Dose,6485
2021-06-29,Kedah,1st Dose,1414
2021-06-29,Kelantan,1st Dose,2637
2021-06-29,Melaka,1st Dose,3091
2021-06-29,Negeri Sembilan,1st Dose,5071
2021-06-29,Pahang,1st Dose,5145
2021-06-29,Perak,1st Dose,2973
2021-06-29,Perlis,1st Dose,279
2021-06-29,Pulau Pinang,1st Dose,9695
2021-06-29,Sabah,1st Dose,3407
2021-06-29,Sarawak,1st Dose,42552
2021-06-29,Selangor,1st Dose,37173
2021-06-29,Terengganu,1st Dose,4042
2021-06-29,W.P. Kuala Lumpur,1st Dose,31561
2021-06-29,W.P. Labuan,1st Dose,2225
2021-06-29,W.P. Putrajaya,1st Dose,1165
2021-06-30,Johor,1st Dose,6871
2021-06-30,Kedah,1st Dose,1950
2021-06-30,Kelantan,1st Dose,3732
2021-06-30,Melaka,1st Dose,4829
2021-06-30,Negeri Sembilan,1st Dose,5795
2021-06-30,Pahang,1st Dose,4874
2021-06-30,Perak,1st Dose,6334
2021-06-30,Perlis,1st Dose,304
2021-06-30,Pulau Pinang,1st Dose,9191
2021-06-30,Sabah,1st Dose,3008
2021-06-30,Sarawak,1st Dose,42760
2021-06-30,Selangor,1st Dose,43115
2021-06-30,Terengganu,1st Dose,4131
2021-06-30,W.P. Kuala Lumpur,1st Dose,34021
2021-06-30,W.P. Labuan,1st Dose,1973
2021-06-30,W.P. Putrajaya,1st Dose,1164
2021-07-01,Johor,1st Dose,7701
2021-07-01,Kedah,1st Dose,4010
2021-07-01,Kelantan,1st Dose,3100
2021-07-01,Melaka,1st Dose,5481
2021-07-01,Negeri Sembilan,1st Dose,6911
2021-07-01,Pahang,1st Dose,3211
2021-07-01,Perak,1st Dose,10913
2021-07-01,Perlis,1st Dose,513
2021-07-01,Pulau Pinang,1st Dose,9223
2021-07-01,Sabah,1st Dose,3160
2021-07-01,Sarawak,1st Dose,48797
2021-07-01,Selangor,1st Dose,39401
2021-07-01,Terengganu,1st Dose,4467
2021-07-01,W.P. Kuala Lumpur,1st Dose,34030
2021-07-01,W.P. Labuan,1st Dose,1524
2021-07-01,W.P. Putrajaya,1st Dose,1306
2021-07-02,Johor,1st Dose,6925
2021-07-02,Kedah,1st Dose,3049
2021-07-02,Kelantan,1st Dose,602
2021-07-02,Melaka,1st Dose,5767
2021-07-02,Negeri Sembilan,1st Dose,6942
2021-07-02,Pahang,1st Dose,3370
2021-07-02,Perak,1st Dose,14689
2021-07-02,Perlis,1st Dose,735
2021-07-02,Pulau Pinang,1st Dose,9358
2021-07-02,Sabah,1st Dose,1276
2021-07-02,Sarawak,1st Dose,36658
2021-07-02,Selangor,1st Dose,39035
2021-07-02,Terengganu,1st Dose,1219
2021-07-02,W.P. Kuala Lumpur,1st Dose,38182
2021-07-02,W.P. Labuan,1st Dose,1048
2021-07-02,W.P. Putrajaya,1st Dose,1383
2021-07-03,Johor,1st Dose,4117
2021-07-03,Kedah,1st Dose,5172
2021-07-03,Kelantan,1st Dose,409
2021-07-03,Melaka,1st Dose,5302
2021-07-03,Negeri Sembilan,1st Dose,3146
2021-07-03,Pahang,1st Dose,4172
2021-07-03,Perak,1st Dose,13437
2021-07-03,Perlis,1st Dose,463
2021-07-03,Pulau Pinang,1st Dose,7067
2021-07-03,Sabah,1st Dose,1340
2021-07-03,Sarawak,1st Dose,28136
2021-07-03,Selangor,1st Dose,32510
2021-07-03,Terengganu,1st Dose,7055
2021-07-03,W.P. Kuala Lumpur,1st Dose,30568
2021-07-03,W.P. Labuan,1st Dose,976
2021-07-03,W.P. Putrajaya,1st Dose,940
2021-07-04,Johor,1st Dose,3774
2021-07-04,Kedah,1st Dose,6491
2021-07-04,Kelantan,1st Dose,5270
2021-07-04,Melaka,1st Dose,0
2021-07-04,Negeri Sembilan,1st Dose,3524
2021-07-04,Pahang,1st Dose,580
2021-07-04,Perak,1st Dose,12208
2021-07-04,Perlis,1st Dose,416
2021-07-04,Pulau Pinang,1st Dose,7155
2021-07-04,Sabah,1st Dose,556
2021-07-04,Sarawak,1st Dose,19433
2021-07-04,Selangor,1st Dose,35913
2021-07-04,Terengganu,1st Dose,5301
2021-07-04,W.P. Kuala Lumpur,1st Dose,32515
2021-07-04,W.P. Labuan,1st Dose,962
2021-07-04,W.P. Putrajaya,1st Dose,988
2021-07-05,Johor,1st Dose,6896
2021-07-05,Kedah,1st Dose,8939
2021-07-05,Kelantan,1st Dose,6037
2021-07-05,Melaka,1st Dose,6288
2021-07-05,Negeri Sembilan,1st Dose,8233
2021-07-05,Pahang,1st Dose,7019
2021-07-05,Perak,1st Dose,16863
2021-07-05,Perlis,1st Dose,673
2021-07-05,Pulau Pinang,1st Dose,10699
2021-07-05,Sabah,1st Dose,1518
2021-07-05,Sarawak,1st Dose,30298
2021-07-05,Selangor,1st Dose,54324
2021-07-05,Terengganu,1st Dose,6188
2021-07-05,W.P. Kuala Lumpur,1st Dose,40145
2021-07-05,W.P. Labuan,1st Dose,665
2021-07-05,W.P. Putrajaya,1st Dose,1831
2021-07-06,Johor,1st Dose,8286
2021-07-06,Kedah,1st Dose,8751
2021-07-06,Kelantan,1st Dose,6840
2021-07-06,Melaka,1st Dose,6450
2021-07-06,Negeri Sembilan,1st Dose,10265
2021-07-06,Pahang,1st Dose,4673
2021-07-06,Perak,1st Dose,14830
2021-07-06,Perlis,1st Dose,1351
2021-07-06,Pulau Pinang,1st Dose,10431
2021-07-06,Sabah,1st Dose,2213
2021-07-06,Sarawak,1st Dose,28973
2021-07-06,Selangor,1st Dose,64796
2021-07-06,Terengganu,1st Dose,6822
2021-07-06,W.P. Kuala Lumpur,1st Dose,39779
2021-07-06,W.P. Labuan,1st Dose,649
2021-07-06,W.P. Putrajaya,1st Dose,2021
2021-07-07,Johor,1st Dose,8758
2021-07-07,Kedah,1st Dose,11128
2021-07-07,Kelantan,1st Dose,5435
2021-07-07,Melaka,1st Dose,4808
2021-07-07,Negeri Sembilan,1st Dose,17488
2021-07-07,Pahang,1st Dose,6893
2021-07-07,Perak,1st Dose,20548
2021-07-07,Perlis,1st Dose,1809
2021-07-07,Pulau Pinang,1st Dose,8129
2021-07-07,Sabah,1st Dose,1744
2021-07-07,Sarawak,1st Dose,30563
2021-07-07,Selangor,1st Dose,56685
2021-07-07,Terengganu,1st Dose,6465
2021-07-07,W.P. Kuala Lumpur,1st Dose,36491
2021-07-07,W.P. Labuan,1st Dose,543
2021-07-07,W.P. Putrajaya,1st Dose,1391
2021-07-08,Johor,1st Dose,11794
2021-07-08,Kedah,1st Dose,11618
2021-07-08,Kelantan,1st Dose,5707
2021-07-08,Melaka,1st Dose,6392
2021-07-08,Negeri Sembilan,1st Dose,17691
2021-07-08,Pahang,1st Dose,7848
2021-07-08,Perak,1st Dose,13043
2021-07-08,Perlis,1st Dose,1925
2021-07-08,Pulau Pinang,1st Dose,10040
2021-07-08,Sabah,1st Dose,2035
2021-07-08,Sarawak,1st Dose,29421
2021-07-08,Selangor,1st Dose,66885
2021-07-08,Terengganu,1st Dose,6402
2021-07-08,W.P. Kuala Lumpur,1st Dose,37151
2021-07-08,W.P. Labuan,1st Dose,458
2021-07-08,W.P. Putrajaya,1st Dose,1654
2021-07-09,Johor,1st Dose,11512
2021-07-09,Kedah,1st Dose,4798
2021-07-09,Kelantan,1st Dose,17
2021-07-09,Melaka,1st Dose,6294
2021-07-09,Negeri Sembilan,1st Dose,17375
2021-07-09,Pahang,1st Dose,3840
2021-07-09,Perak,1st Dose,18242
2021-07-09,Perlis,1st Dose,1482
2021-07-09,Pulau Pinang,1st Dose,10948
2021-07-09,Sabah,1st Dose,3476
2021-07-09,Sarawak,1st Dose,25366
2021-07-09,Selangor,1st Dose,74675
2021-07-09,Terengganu,1st Dose,2512
2021-07-09,W.P. Kuala Lumpur,1st Dose,38042
2021-07-09,W.P. Labuan,1st Dose,386
2021-07-09,W.P. Putrajaya,1st Dose,1766
2021-07-10,Johor,1st Dose,19694
2021-07-10,Kedah,1st Dose,4441
2021-07-10,Kelantan,1st Dose,674
2021-07-10,Melaka,1st Dose,3829
2021-07-10,Negeri Sembilan,1st Dose,19494
2021-07-10,Pahang,1st Dose,5688
2021-07-10,Perak,1st Dose,18381
2021-07-10,Perlis,1st Dose,770
2021-07-10,Pulau Pinang,1st Dose,5970
2021-07-10,Sabah,1st Dose,4513
2021-07-10,Sarawak,1st Dose,28336
2021-07-10,Selangor,1st Dose,63135
2021-07-10,Terengganu,1st Dose,11800
2021-07-10,W.P. Kuala Lumpur,1st Dose,30453
2021-07-10,W.P. Labuan,1st Dose,387
2021-07-10,W.P. Putrajaya,1st Dose,2234
2021-07-11,Johor,1st Dose,13562
2021-07-11,Kedah,1st Dose,7116
2021-07-11,Kelantan,1st Dose,6716
2021-07-11,Melaka,1st Dose,30
2021-07-11,Negeri Sembilan,1st Dose,17861
2021-07-11,Pahang,1st Dose,5333
2021-07-11,Perak,1st Dose,14195
2021-07-11,Perlis,1st Dose,511
2021-07-11,Pulau Pinang,1st Dose,10358
2021-07-11,Sabah,1st Dose,6311
2021-07-11,Sarawak,1st Dose,21428
2021-07-11,Selangor,1st Dose,52203
2021-07-11,Terengganu,1st Dose,6641
2021-07-11,W.P. Kuala Lumpur,1st Dose,29684
2021-07-11,W.P. Labuan,1st Dose,583
2021-07-11,W.P. Putrajaya,1st Dose,2259
2021-07-12,Johor,1st Dose,16500
2021-07-12,Kedah,1st Dose,13369
2021-07-12,Kelantan,1st Dose,9795
2021-07-12,Melaka,1st Dose,6034
2021-07-12,Negeri Sembilan,1st Dose,15565
2021-07-12,Pahang,1st Dose,6658
2021-07-12,Perak,1st Dose,18576
2021-07-12,Perlis,1st Dose,1042
2021-07-12,Pulau Pinang,1st Dose,10611
2021-07-12,Sabah,1st Dose,7798
2021-07-12,Sarawak,1st Dose,32089
2021-07-12,Selangor,1st Dose,76784
2021-07-12,Terengganu,1st Dose,8325
2021-07-12,W.P. Kuala Lumpur,1st Dose,46304
2021-07-12,W.P. Labuan,1st Dose,470
2021-07-12,W.P. Putrajaya,1st Dose,2034
2021-07-13,Johor,1st Dose,16965
2021-07-13,Kedah,1st Dose,16932
2021-07-13,Kelantan,1st Dose,12321
2021-07-13,Melaka,1st Dose,6814
2021-07-13,Negeri Sembilan,1st Dose,17087
2021-07-13,Pahang,1st Dose,5940
2021-07-13,Perak,1st Dose,5128
2021-07-13,Perlis,1st Dose,1910
2021-07-13,Pulau Pinang,1st Dose,13243
2021-07-13,Sabah,1st Dose,10715
2021-07-13,Sarawak,1st Dose,25466
2021-07-13,Selangor,1st Dose,77096
2021-07-13,Terengganu,1st Dose,8702
2021-07-13,W.P. Kuala Lumpur,1st Dose,47623
2021-07-13,W.P. Labuan,1st Dose,364
2021-07-13,W.P. Putrajaya,1st Dose,2281
2021-07-14,Johor,1st Dose,15747
2021-07-14,Kedah,1st Dose,20057
2021-07-14,Kelantan,1st Dose,13736
2021-07-14,Melaka,1st Dose,6945
2021-07-14,Negeri Sembilan,1st Dose,17929
2021-07-14,Pahang,1st Dose,9065
2021-07-14,Perak,1st Dose,5489
2021-07-14,Perlis,1st Dose,2212
2021-07-14,Pulau Pinang,1st Dose,17643
2021-07-14,Sabah,1st Dose,10865
2021-07-14,Sarawak,1st Dose,23635
2021-07-14,Selangor,1st Dose,91576
2021-07-14,Terengganu,1st Dose,8452
2021-07-14,W.P. Kuala Lumpur,1st Dose,48948
2021-07-14,W.P. Labuan,1st Dose,449
2021-07-14,W.P. Putrajaya,1st Dose,2598
2021-07-15,Johor,1st Dose,23537
2021-07-15,Kedah,1st Dose,19524
2021-07-15,Kelantan,1st Dose,15735
2021-07-15,Melaka,1st Dose,8633
2021-07-15,Negeri Sembilan,1st Dose,18604
2021-07-15,Pahang,1st Dose,11238
2021-07-15,Perak,1st Dose,11474
2021-07-15,Perlis,1st Dose,3397
2021-07-15,Pulau Pinang,1st Dose,19344
2021-07-15,Sabah,1st Dose,11452
2021-07-15,Sarawak,1st Dose,22391
2021-07-15,Selangor,1st Dose,88738
2021-07-15,Terengganu,1st Dose,8504
2021-07-15,W.P. Kuala Lumpur,1st Dose,52110
2021-07-15,W.P. Labuan,1st Dose,481
2021-07-15,W.P. Putrajaya,1st Dose,2702
2021-07-16,Johor,1st Dose,13659
2021-07-16,Kedah,1st Dose,11558
2021-07-16,Kelantan,1st Dose,1785
2021-07-16,Melaka,1st Dose,7413
2021-07-16,Negeri Sembilan,1st Dose,18227
2021-07-16,Pahang,1st Dose,9445
2021-07-16,Perak,1st Dose,18668
2021-07-16,Perlis,1st Dose,1719
2021-07-16,Pulau Pinang,1st Dose,18140
2021-07-16,Sabah,1st Dose,13110
2021-07-16,Sarawak,1st Dose,23579
2021-07-16,Selangor,1st Dose,88333
2021-07-16,Terengganu,1st Dose,2401
2021-07-16,W.P. Kuala Lumpur,1st Dose,52895
2021-07-16,W.P. Labuan,1st Dose,343
2021-07-16,W.P. Putrajaya,1st Dose,2622
2021-07-17,Johor,1st Dose,19054
2021-07-17,Kedah,1st Dose,12884
2021-07-17,Kelantan,1st Dose,1600
2021-07-17,Melaka,1st Dose,7213
2021-07-17,Negeri Sembilan,1st Dose,18024
2021-07-17,Pahang,1st Dose,3729
2021-07-17,Perak,1st Dose,14145
2021-07-17,Perlis,1st Dose,194
2021-07-17,Pulau Pinang,1st Dose,14228
2021-07-17,Sabah,1st Dose,15907
2021-07-17,Sarawak,1st Dose,24767
2021-07-17,Selangor,1st Dose,78599
2021-07-17,Terengganu,1st Dose,10053
2021-07-17,W.P. Kuala Lumpur,1st Dose,41416
2021-07-17,W.P. Labuan,1st Dose,403
2021-07-17,W.P. Putrajaya,1st Dose,2573
2021-07-18,Johor,1st Dose,15769
2021-07-18,Kedah,1st Dose,18807
2021-07-18,Kelantan,1st Dose,14521
2021-07-18,Melaka,1st Dose,2244
2021-07-18,Negeri Sembilan,1st Dose,17828
2021-07-18,Pahang,1st Dose,2289
2021-07-18,Perak,1st Dose,12639
2021-07-18,Perlis,1st Dose,974
2021-07-18,Pulau Pinang,1st Dose,16907
