date,state,variable,value
2021-06-02,W.P. Labuan,Pfizer,803
2021-06-02,W.P. Putrajaya,Pfizer,611
2021-06-03,Johor,Pfizer,4885
2021-06-03,Kedah,Pfizer,5004
2021-06-03,Kelantan,Pfizer,2493
2021-06-03,Melaka,Pfizer,1952
2021-06-03,Negeri Sembilan,Pfizer,640
2021-06-03,Pahang,Pfizer,2078
2021-06-03,Perak,Pfizer,896
2021-06-03,Perlis,Pfizer,2255
2021-06-03,Pulau Pinang,Pfizer,1377
2021-06-03,Sabah,Pfizer,6217
2021-06-03,Sarawak,Pfizer,950
2021-06-03,Selangor,Pfizer,8534
2021-06-03,Terengganu,Pfizer,243
2021-06-03,W.P. Kuala Lumpur,Pfizer,3346
2021-06-03,W.P. Labuan,Pfizer,953
2021-06-03,W.P. Putrajaya,Pfizer,353
2021-06-04,Johor,Pfizer,893
2021-06-04,Kedah,Pfizer,721
2021-06-04,Kelantan,Pfizer,0
2021-06-04,Melaka,Pfizer,1183
2021-06-04,Negeri Sembilan,Pfizer,575
2021-06-04,Pahang,Pfizer,1216
2021-06-04,Perak,Pfizer,3460
2021-06-04,Perlis,Pfizer,63
2021-06-04,Pulau Pinang,Pfizer,1360
2021-06-04,Sabah,Pfizer,5739
2021-06-04,Sarawak,Pfizer,2840
2021-06-04,Selangor,Pfizer,7211
2021-06-04,Terengganu,Pfizer,1
2021-06-04,W.P. Kuala Lumpur,Pfizer,4188
2021-06-04,W.P. Labuan,Pfizer,498
2021-06-04,W.P. Putrajaya,Pfizer,396
2021-06-05,Johor,Pfizer,9646
2021-06-05,Kedah,Pfizer,1
2021-06-05,Kelantan,Pfizer,642
2021-06-05,Melaka,Pfizer,617
2021-06-05,Negeri Sembilan,Pfizer,451
2021-06-05,Pahang,Pfizer,3
2021-06-05,Perak,Pfizer,3582
2021-06-05,Perlis,Pfizer,0
2021-06-05,Pulau Pinang,Pfizer,1178
2021-06-05,Sabah,Pfizer,5885
2021-06-05,Sarawak,Pfizer,8973
2021-06-05,Selangor,Pfizer,3933
2021-06-05,Terengganu,Pfizer,1
2021-06-05,W.P. Kuala Lumpur,Pfizer,1
2021-06-05,W.P. Labuan,Pfizer,638
2021-06-05,W.P. Putrajaya,Pfizer,1
2021-06-06,Johor,Pfizer,10687
2021-06-06,Kedah,Pfizer,6222
2021-06-06,Kelantan,Pfizer,6387
2021-06-06,Melaka,Pfizer,0
2021-06-06,Negeri Sembilan,Pfizer,451
2021-06-06,Pahang,Pfizer,2
2021-06-06,Perak,Pfizer,3638
2021-06-06,Perlis,Pfizer,0
2021-06-06,Pulau Pinang,Pfizer,5
2021-06-06,Sabah,Pfizer,4302
2021-06-06,Sarawak,Pfizer,4208
2021-06-06,Selangor,Pfizer,2
2021-06-06,Terengganu,Pfizer,4246
2021-06-06,W.P. Kuala Lumpur,Pfizer,36
2021-06-06,W.P. Labuan,Pfizer,0
2021-06-06,W.P. Putrajaya,Pfizer,0
2021-06-07,Johor,Pfizer,1113
2021-06-07,Kedah,Pfizer,880
2021-06-07,Kelantan,Pfizer,220
2021-06-07,Melaka,Pfizer,0
2021-06-07,Negeri Sembilan,Pfizer,1
2021-06-07,Pahang,Pfizer,2
2021-06-07,Perak,Pfizer,164
2021-06-07,Perlis,Pfizer,0
2021-06-07,Pulau Pinang,Pfizer,0
2021-06-07,Sabah,Pfizer,5709
2021-06-07,Sarawak,Pfizer,2550
2021-06-07,Selangor,Pfizer,0
2021-06-07,Terengganu,Pfizer,303
2021-06-07,W.P. Kuala Lumpur,Pfizer,3652
2021-06-07,W.P. Labuan,Pfizer,51
2021-06-07,W.P. Putrajaya,Pfizer,228
2021-06-08,Johor,Pfizer,14988
2021-06-08,Kedah,Pfizer,7166
2021-06-08,Kelantan,Pfizer,6936
2021-06-08,Melaka,Pfizer,2313
2021-06-08,Negeri Sembilan,Pfizer,4626
2021-06-08,Pahang,Pfizer,6062
2021-06-08,Perak,Pfizer,8349
2021-06-08,Perlis,Pfizer,1730
2021-06-08,Pulau Pinang,Pfizer,3141
2021-06-08,Sabah,Pfizer,9615
2021-06-08,Sarawak,Pfizer,7348
2021-06-08,Selangor,Pfizer,10137
2021-06-08,Terengganu,Pfizer,3465
2021-06-08,W.P. Kuala Lumpur,Pfizer,5041
2021-06-08,W.P. Labuan,Pfizer,519
2021-06-08,W.P. Putrajaya,Pfizer,1219
2021-06-09,Johor,Pfizer,11453
2021-06-09,Kedah,Pfizer,6672
2021-06-09,Kelantan,Pfizer,7047
2021-06-09,Melaka,Pfizer,2561
2021-06-09,Negeri Sembilan,Pfizer,3698
2021-06-09,Pahang,Pfizer,6906
2021-06-09,Perak,Pfizer,9921
2021-06-09,Perlis,Pfizer,1686
2021-06-09,Pulau Pinang,Pfizer,4629
2021-06-09,Sabah,Pfizer,11464
2021-06-09,Sarawak,Pfizer,4502
2021-06-09,Selangor,Pfizer,12630
2021-06-09,Terengganu,Pfizer,4186
2021-06-09,W.P. Kuala Lumpur,Pfizer,4262
2021-06-09,W.P. Labuan,Pfizer,384
2021-06-09,W.P. Putrajaya,Pfizer,1081
2021-06-10,Johor,Pfizer,13514
2021-06-10,Kedah,Pfizer,5752
2021-06-10,Kelantan,Pfizer,7110
2021-06-10,Melaka,Pfizer,1135
2021-06-10,Negeri Sembilan,Pfizer,3356
2021-06-10,Pahang,Pfizer,5622
2021-06-10,Perak,Pfizer,6247
2021-06-10,Perlis,Pfizer,2619
2021-06-10,Pulau Pinang,Pfizer,4746
2021-06-10,Sabah,Pfizer,11330
2021-06-10,Sarawak,Pfizer,2151
2021-06-10,Selangor,Pfizer,11238
2021-06-10,Terengganu,Pfizer,3284
2021-06-10,W.P. Kuala Lumpur,Pfizer,5603
2021-06-10,W.P. Labuan,Pfizer,324
2021-06-10,W.P. Putrajaya,Pfizer,993
2021-06-11,Johor,Pfizer,1255
2021-06-11,Kedah,Pfizer,585
2021-06-11,Kelantan,Pfizer,96
2021-06-11,Melaka,Pfizer,810
2021-06-11,Negeri Sembilan,Pfizer,2103
2021-06-11,Pahang,Pfizer,3039
2021-06-11,Perak,Pfizer,6758
2021-06-11,Perlis,Pfizer,1153
2021-06-11,Pulau Pinang,Pfizer,3814
2021-06-11,Sabah,Pfizer,11328
2021-06-11,Sarawak,Pfizer,4200
2021-06-11,Selangor,Pfizer,8780
2021-06-11,Terengganu,Pfizer,181
2021-06-11,W.P. Kuala Lumpur,Pfizer,4329
2021-06-11,W.P. Labuan,Pfizer,179
2021-06-11,W.P. Putrajaya,Pfizer,1092
2021-06-12,Johor,Pfizer,9478
2021-06-12,Kedah,Pfizer,639
2021-06-12,Kelantan,Pfizer,42
2021-06-12,Melaka,Pfizer,600
2021-06-12,Negeri Sembilan,Pfizer,307
2021-06-12,Pahang,Pfizer,768
2021-06-12,Perak,Pfizer,4375
2021-06-12,Perlis,Pfizer,0
2021-06-12,Pulau Pinang,Pfizer,2170
2021-06-12,Sabah,Pfizer,11572
2021-06-12,Sarawak,Pfizer,17787
2021-06-12,Selangor,Pfizer,4016
2021-06-12,Terengganu,Pfizer,1401
2021-06-12,W.P. Kuala Lumpur,Pfizer,1039
2021-06-12,W.P. Labuan,Pfizer,484
2021-06-12,W.P. Putrajaya,Pfizer,0
2021-06-13,Johor,Pfizer,14131
2021-06-13,Kedah,Pfizer,6416
2021-06-13,Kelantan,Pfizer,4111
2021-06-13,Melaka,Pfizer,0
2021-06-13,Negeri Sembilan,Pfizer,246
2021-06-13,Pahang,Pfizer,1486
2021-06-13,Perak,Pfizer,3788
2021-06-13,Perlis,Pfizer,1
2021-06-13,Pulau Pinang,Pfizer,0
2021-06-13,Sabah,Pfizer,8862
2021-06-13,Sarawak,Pfizer,12285
2021-06-13,Selangor,Pfizer,41
2021-06-13,Terengganu,Pfizer,3441
2021-06-13,W.P. Kuala Lumpur,Pfizer,909
2021-06-13,W.P. Labuan,Pfizer,1
2021-06-13,W.P. Putrajaya,Pfizer,0
2021-06-14,Johor,Pfizer,14170
2021-06-14,Kedah,Pfizer,7159
2021-06-14,Kelantan,Pfizer,4615
2021-06-14,Melaka,Pfizer,810
2021-06-14,Negeri Sembilan,Pfizer,2078
2021-06-14,Pahang,Pfizer,4510
2021-06-14,Perak,Pfizer,5914
2021-06-14,Perlis,Pfizer,2746
2021-06-14,Pulau Pinang,Pfizer,5294
2021-06-14,Sabah,Pfizer,10153
2021-06-14,Sarawak,Pfizer,3415
2021-06-14,Selangor,Pfizer,9831
2021-06-14,Terengganu,Pfizer,3023
2021-06-14,W.P. Kuala Lumpur,Pfizer,4020
2021-06-14,W.P. Labuan,Pfizer,1211
2021-06-14,W.P. Putrajaya,Pfizer,1253
2021-06-15,Johor,Pfizer,9980
2021-06-15,Kedah,Pfizer,6892
2021-06-15,Kelantan,Pfizer,5178
2021-06-15,Melaka,Pfizer,1682
2021-06-15,Negeri Sembilan,Pfizer,3822
2021-06-15,Pahang,Pfizer,6935
2021-06-15,Perak,Pfizer,6124
2021-06-15,Perlis,Pfizer,2716
2021-06-15,Pulau Pinang,Pfizer,5734
2021-06-15,Sabah,Pfizer,12583
2021-06-15,Sarawak,Pfizer,2440
2021-06-15,Selangor,Pfizer,11015
2021-06-15,Terengganu,Pfizer,2883
2021-06-15,W.P. Kuala Lumpur,Pfizer,4562
2021-06-15,W.P. Labuan,Pfizer,406
2021-06-15,W.P. Putrajaya,Pfizer,1041
2021-06-16,Johor,Pfizer,11585
2021-06-16,Kedah,Pfizer,3709
2021-06-16,Kelantan,Pfizer,6155
2021-06-16,Melaka,Pfizer,2219
2021-06-16,Negeri Sembilan,Pfizer,2880
2021-06-16,Pahang,Pfizer,4576
2021-06-16,Perak,Pfizer,1630
2021-06-16,Perlis,Pfizer,2520
2021-06-16,Pulau Pinang,Pfizer,6474
2021-06-16,Sabah,Pfizer,12592
2021-06-16,Sarawak,Pfizer,1367
2021-06-16,Selangor,Pfizer,7659
2021-06-16,Terengganu,Pfizer,3177
2021-06-16,W.P. Kuala Lumpur,Pfizer,5402
2021-06-16,W.P. Labuan,Pfizer,1182
2021-06-16,W.P. Putrajaya,Pfizer,1127
2021-06-17,Johor,Pfizer,10469
2021-06-17,Kedah,Pfizer,6504
2021-06-17,Kelantan,Pfizer,4790
2021-06-17,Melaka,Pfizer,2416
2021-06-17,Negeri Sembilan,Pfizer,2886
2021-06-17,Pahang,Pfizer,2231
2021-06-17,Perak,Pfizer,8960
2021-06-17,Perlis,Pfizer,2404
2021-06-17,Pulau Pinang,Pfizer,6200
2021-06-17,Sabah,Pfizer,10371
2021-06-17,Sarawak,Pfizer,1350
2021-06-17,Selangor,Pfizer,9703
2021-06-17,Terengganu,Pfizer,2265
2021-06-17,W.P. Kuala Lumpur,Pfizer,4768
2021-06-17,W.P. Labuan,Pfizer,1804
2021-06-17,W.P. Putrajaya,Pfizer,1427
2021-06-18,Johor,Pfizer,1929
2021-06-18,Kedah,Pfizer,1679
2021-06-18,Kelantan,Pfizer,0
2021-06-18,Melaka,Pfizer,2815
2021-06-18,Negeri Sembilan,Pfizer,2858
2021-06-18,Pahang,Pfizer,2703
2021-06-18,Perak,Pfizer,7977
2021-06-18,Perlis,Pfizer,709
2021-06-18,Pulau Pinang,Pfizer,5030
2021-06-18,Sabah,Pfizer,10394
2021-06-18,Sarawak,Pfizer,1480
2021-06-18,Selangor,Pfizer,9730
2021-06-18,Terengganu,Pfizer,1
2021-06-18,W.P. Kuala Lumpur,Pfizer,4343
2021-06-18,W.P. Labuan,Pfizer,2369
2021-06-18,W.P. Putrajaya,Pfizer,1423
2021-06-19,Johor,Pfizer,7829
2021-06-19,Kedah,Pfizer,2252
2021-06-19,Kelantan,Pfizer,0
2021-06-19,Melaka,Pfizer,3370
2021-06-19,Negeri Sembilan,Pfizer,565
2021-06-19,Pahang,Pfizer,2031
2021-06-19,Perak,Pfizer,6056
2021-06-19,Perlis,Pfizer,1414
2021-06-19,Pulau Pinang,Pfizer,3749
2021-06-19,Sabah,Pfizer,9610
2021-06-19,Sarawak,Pfizer,23274
2021-06-19,Selangor,Pfizer,4514
2021-06-19,Terengganu,Pfizer,1
2021-06-19,W.P. Kuala Lumpur,Pfizer,1853
2021-06-19,W.P. Labuan,Pfizer,1850
2021-06-19,W.P. Putrajaya,Pfizer,0
2021-06-20,Johor,Pfizer,6783
2021-06-20,Kedah,Pfizer,1881
2021-06-20,Kelantan,Pfizer,3974
2021-06-20,Melaka,Pfizer,1
2021-06-20,Negeri Sembilan,Pfizer,1
2021-06-20,Pahang,Pfizer,426
2021-06-20,Perak,Pfizer,4386
2021-06-20,Perlis,Pfizer,1676
2021-06-20,Pulau Pinang,Pfizer,1
2021-06-20,Sabah,Pfizer,5018
2021-06-20,Sarawak,Pfizer,16251
2021-06-20,Selangor,Pfizer,5
2021-06-20,Terengganu,Pfizer,2484
2021-06-20,W.P. Kuala Lumpur,Pfizer,1749
2021-06-20,W.P. Labuan,Pfizer,1751
2021-06-20,W.P. Putrajaya,Pfizer,0
2021-06-21,Johor,Pfizer,4463
2021-06-21,Kedah,Pfizer,8528
2021-06-21,Kelantan,Pfizer,5149
2021-06-21,Melaka,Pfizer,1661
2021-06-21,Negeri Sembilan,Pfizer,2813
2021-06-21,Pahang,Pfizer,5479
2021-06-21,Perak,Pfizer,2734
2021-06-21,Perlis,Pfizer,3520
2021-06-21,Pulau Pinang,Pfizer,6141
2021-06-21,Sabah,Pfizer,6310
2021-06-21,Sarawak,Pfizer,3632
2021-06-21,Selangor,Pfizer,11187
2021-06-21,Terengganu,Pfizer,3041
2021-06-21,W.P. Kuala Lumpur,Pfizer,4522
2021-06-21,W.P. Labuan,Pfizer,2670
2021-06-21,W.P. Putrajaya,Pfizer,1092
2021-06-22,Johor,Pfizer,9098
2021-06-22,Kedah,Pfizer,7695
2021-06-22,Kelantan,Pfizer,5607
2021-06-22,Melaka,Pfizer,3520
2021-06-22,Negeri Sembilan,Pfizer,4327
2021-06-22,Pahang,Pfizer,6204
2021-06-22,Perak,Pfizer,2544
2021-06-22,Perlis,Pfizer,2498
2021-06-22,Pulau Pinang,Pfizer,4954
2021-06-22,Sabah,Pfizer,6538
2021-06-22,Sarawak,Pfizer,867
2021-06-22,Selangor,Pfizer,13166
2021-06-22,Terengganu,Pfizer,3007
2021-06-22,W.P. Kuala Lumpur,Pfizer,5002
2021-06-22,W.P. Labuan,Pfizer,3073
2021-06-22,W.P. Putrajaya,Pfizer,1124
2021-06-23,Johor,Pfizer,9790
2021-06-23,Kedah,Pfizer,5586
2021-06-23,Kelantan,Pfizer,4379
2021-06-23,Melaka,Pfizer,2356
2021-06-23,Negeri Sembilan,Pfizer,3609
2021-06-23,Pahang,Pfizer,6145
2021-06-23,Perak,Pfizer,1460
2021-06-23,Perlis,Pfizer,714
2021-06-23,Pulau Pinang,Pfizer,5644
2021-06-23,Sabah,Pfizer,8477
2021-06-23,Sarawak,Pfizer,236
2021-06-23,Selangor,Pfizer,14096
2021-06-23,Terengganu,Pfizer,2962
2021-06-23,W.P. Kuala Lumpur,Pfizer,5087
2021-06-23,W.P. Labuan,Pfizer,2826
2021-06-23,W.P. Putrajaya,Pfizer,703
2021-06-24,Johor,Pfizer,8233
2021-06-24,Kedah,Pfizer,6314
2021-06-24,Kelantan,Pfizer,3361
2021-06-24,Melaka,Pfizer,3948
2021-06-24,Negeri Sembilan,Pfizer,3317
2021-06-24,Pahang,Pfizer,3006
2021-06-24,Perak,Pfizer,1493
2021-06-24,Perlis,Pfizer,2712
2021-06-24,Pulau Pinang,Pfizer,4227
2021-06-24,Sabah,Pfizer,8070
2021-06-24,Sarawak,Pfizer,57
2021-06-24,Selangor,Pfizer,15799
2021-06-24,Terengganu,Pfizer,2912
2021-06-24,W.P. Kuala Lumpur,Pfizer,4539
2021-06-24,W.P. Labuan,Pfizer,1962
2021-06-24,W.P. Putrajaya,Pfizer,656
2021-06-25,Johor,Pfizer,1095
2021-06-25,Kedah,Pfizer,930
2021-06-25,Kelantan,Pfizer,1
2021-06-25,Melaka,Pfizer,3386
2021-06-25,Negeri Sembilan,Pfizer,2470
2021-06-25,Pahang,Pfizer,2613
2021-06-25,Perak,Pfizer,4689
2021-06-25,Perlis,Pfizer,1339
2021-06-25,Pulau Pinang,Pfizer,3905
2021-06-25,Sabah,Pfizer,8279
2021-06-25,Sarawak,Pfizer,2223
2021-06-25,Selangor,Pfizer,16219
2021-06-25,Terengganu,Pfizer,93
2021-06-25,W.P. Kuala Lumpur,Pfizer,5333
2021-06-25,W.P. Labuan,Pfizer,1902
2021-06-25,W.P. Putrajaya,Pfizer,750
2021-06-26,Johor,Pfizer,11371
2021-06-26,Kedah,Pfizer,273
2021-06-26,Kelantan,Pfizer,657
2021-06-26,Melaka,Pfizer,1695
2021-06-26,Negeri Sembilan,Pfizer,585
2021-06-26,Pahang,Pfizer,967
2021-06-26,Perak,Pfizer,4267
2021-06-26,Perlis,Pfizer,466
2021-06-26,Pulau Pinang,Pfizer,3891
2021-06-26,Sabah,Pfizer,9839
2021-06-26,Sarawak,Pfizer,18868
2021-06-26,Selangor,Pfizer,12361
2021-06-26,Terengganu,Pfizer,4
2021-06-26,W.P. Kuala Lumpur,Pfizer,1238
2021-06-26,W.P. Labuan,Pfizer,2035
2021-06-26,W.P. Putrajaya,Pfizer,0
2021-06-27,Johor,Pfizer,12082
2021-06-27,Kedah,Pfizer,6765
2021-06-27,Kelantan,Pfizer,6269
2021-06-27,Melaka,Pfizer,599
2021-06-27,Negeri Sembilan,Pfizer,792
2021-06-27,Pahang,Pfizer,301
2021-06-27,Perak,Pfizer,4005
2021-06-27,Perlis,Pfizer,2200
2021-06-27,Pulau Pinang,Pfizer,122
2021-06-27,Sabah,Pfizer,6568
2021-06-27,Sarawak,Pfizer,7301
2021-06-27,Selangor,Pfizer,5896
2021-06-27,Terengganu,Pfizer,4768
2021-06-27,W.P. Kuala Lumpur,Pfizer,1898
2021-06-27,W.P. Labuan,Pfizer,1417
2021-06-27,W.P. Putrajaya,Pfizer,0
2021-06-28,Johor,Pfizer,2710
2021-06-28,Kedah,Pfizer,5493
2021-06-28,Kelantan,Pfizer,2161
2021-06-28,Melaka,Pfizer,1267
2021-06-28,Negeri Sembilan,Pfizer,3559
2021-06-28,Pahang,Pfizer,2068
2021-06-28,Perak,Pfizer,1032
2021-06-28,Perlis,Pfizer,533
2021-06-28,Pulau Pinang,Pfizer,3360
2021-06-28,Sabah,Pfizer,6445
2021-06-28,Sarawak,Pfizer,5009
2021-06-28,Selangor,Pfizer,10826
2021-06-28,Terengganu,Pfizer,2525
2021-06-28,W.P. Kuala Lumpur,Pfizer,3608
2021-06-28,W.P. Labuan,Pfizer,2059
2021-06-28,W.P. Putrajaya,Pfizer,661
2021-06-29,Johor,Pfizer,7721
2021-06-29,Kedah,Pfizer,7136
2021-06-29,Kelantan,Pfizer,4992
2021-06-29,Melaka,Pfizer,4251
2021-06-29,Negeri Sembilan,Pfizer,1946
2021-06-29,Pahang,Pfizer,4960
2021-06-29,Perak,Pfizer,5627
2021-06-29,Perlis,Pfizer,927
2021-06-29,Pulau Pinang,Pfizer,4683
2021-06-29,Sabah,Pfizer,7486
2021-06-29,Sarawak,Pfizer,8299
2021-06-29,Selangor,Pfizer,12496
2021-06-29,Terengganu,Pfizer,1924
2021-06-29,W.P. Kuala Lumpur,Pfizer,4536
2021-06-29,W.P. Labuan,Pfizer,2508
2021-06-29,W.P. Putrajaya,Pfizer,1038
2021-06-30,Johor,Pfizer,9392
2021-06-30,Kedah,Pfizer,4973
2021-06-30,Kelantan,Pfizer,5284
2021-06-30,Melaka,Pfizer,2517
2021-06-30,Negeri Sembilan,Pfizer,3129
2021-06-30,Pahang,Pfizer,6065
2021-06-30,Perak,Pfizer,8795
2021-06-30,Perlis,Pfizer,1023
2021-06-30,Pulau Pinang,Pfizer,5600
2021-06-30,Sabah,Pfizer,8935
2021-06-30,Sarawak,Pfizer,1247
2021-06-30,Selangor,Pfizer,17674
2021-06-30,Terengganu,Pfizer,3417
2021-06-30,W.P. Kuala Lumpur,Pfizer,4619
2021-06-30,W.P. Labuan,Pfizer,2301
2021-06-30,W.P. Putrajaya,Pfizer,1484
2021-07-01,Johor,Pfizer,10678
2021-07-01,Kedah,Pfizer,4428
2021-07-01,Kelantan,Pfizer,4317
2021-07-01,Melaka,Pfizer,1055
2021-07-01,Negeri Sembilan,Pfizer,4169
2021-07-01,Pahang,Pfizer,4832
2021-07-01,Perak,Pfizer,4423
2021-07-01,Perlis,Pfizer,1935
2021-07-01,Pulau Pinang,Pfizer,4217
2021-07-01,Sabah,Pfizer,8155
2021-07-01,Sarawak,Pfizer,461
2021-07-01,Selangor,Pfizer,16215
2021-07-01,Terengganu,Pfizer,1780
2021-07-01,W.P. Kuala Lumpur,Pfizer,5124
2021-07-01,W.P. Labuan,Pfizer,1812
2021-07-01,W.P. Putrajaya,Pfizer,1397
2021-07-02,Johor,Pfizer,1832
2021-07-02,Kedah,Pfizer,1213
2021-07-02,Kelantan,Pfizer,378
2021-07-02,Melaka,Pfizer,505
2021-07-02,Negeri Sembilan,Pfizer,3513
2021-07-02,Pahang,Pfizer,3649
2021-07-02,Perak,Pfizer,4923
2021-07-02,Perlis,Pfizer,1253
2021-07-02,Pulau Pinang,Pfizer,5126
2021-07-02,Sabah,Pfizer,9710
2021-07-02,Sarawak,Pfizer,1505
2021-07-02,Selangor,Pfizer,17578
2021-07-02,Terengganu,Pfizer,143
2021-07-02,W.P. Kuala Lumpur,Pfizer,4309
2021-07-02,W.P. Labuan,Pfizer,1216
2021-07-02,W.P. Putrajaya,Pfizer,1532
2021-07-03,Johor,Pfizer,8548
2021-07-03,Kedah,Pfizer,4269
2021-07-03,Kelantan,Pfizer,330
2021-07-03,Melaka,Pfizer,1303
2021-07-03,Negeri Sembilan,Pfizer,859
2021-07-03,Pahang,Pfizer,853
2021-07-03,Perak,Pfizer,4760
2021-07-03,Perlis,Pfizer,1
2021-07-03,Pulau Pinang,Pfizer,2682
2021-07-03,Sabah,Pfizer,9317
2021-07-03,Sarawak,Pfizer,15753
2021-07-03,Selangor,Pfizer,11268
2021-07-03,Terengganu,Pfizer,1202
2021-07-03,W.P. Kuala Lumpur,Pfizer,1604
2021-07-03,W.P. Labuan,Pfizer,1374
2021-07-03,W.P. Putrajaya,Pfizer,715
2021-07-04,Johor,Pfizer,11664
2021-07-04,Kedah,Pfizer,8819
2021-07-04,Kelantan,Pfizer,4102
2021-07-04,Melaka,Pfizer,0
2021-07-04,Negeri Sembilan,Pfizer,1149
2021-07-04,Pahang,Pfizer,1566
2021-07-04,Perak,Pfizer,5622
2021-07-04,Perlis,Pfizer,1
2021-07-04,Pulau Pinang,Pfizer,1262
2021-07-04,Sabah,Pfizer,7969
2021-07-04,Sarawak,Pfizer,10750
2021-07-04,Selangor,Pfizer,9989
2021-07-04,Terengganu,Pfizer,3358
2021-07-04,W.P. Kuala Lumpur,Pfizer,1952
2021-07-04,W.P. Labuan,Pfizer,923
2021-07-04,W.P. Putrajaya,Pfizer,738
2021-07-05,Johor,Pfizer,11511
2021-07-05,Kedah,Pfizer,4862
2021-07-05,Kelantan,Pfizer,4257
2021-07-05,Melaka,Pfizer,1107
2021-07-05,Negeri Sembilan,Pfizer,2238
2021-07-05,Pahang,Pfizer,6234
2021-07-05,Perak,Pfizer,7439
2021-07-05,Perlis,Pfizer,1872
2021-07-05,Pulau Pinang,Pfizer,5044
2021-07-05,Sabah,Pfizer,8739
2021-07-05,Sarawak,Pfizer,2584
2021-07-05,Selangor,Pfizer,19196
2021-07-05,Terengganu,Pfizer,3626
2021-07-05,W.P. Kuala Lumpur,Pfizer,6495
2021-07-05,W.P. Labuan,Pfizer,1757
2021-07-05,W.P. Putrajaya,Pfizer,1827
2021-07-06,Johor,Pfizer,8775
2021-07-06,Kedah,Pfizer,4092
2021-07-06,Kelantan,Pfizer,5832
2021-07-06,Melaka,Pfizer,2957
2021-07-06,Negeri Sembilan,Pfizer,4226
2021-07-06,Pahang,Pfizer,6398
2021-07-06,Perak,Pfizer,7403
2021-07-06,Perlis,Pfizer,1789
2021-07-06,Pulau Pinang,Pfizer,5792
2021-07-06,Sabah,Pfizer,8776
2021-07-06,Sarawak,Pfizer,3041
2021-07-06,Selangor,Pfizer,22537
2021-07-06,Terengganu,Pfizer,3688
2021-07-06,W.P. Kuala Lumpur,Pfizer,7484
2021-07-06,W.P. Labuan,Pfizer,1069
2021-07-06,W.P. Putrajaya,Pfizer,2054
2021-07-07,Johor,Pfizer,12645
2021-07-07,Kedah,Pfizer,3934
2021-07-07,Kelantan,Pfizer,6271
2021-07-07,Melaka,Pfizer,3650
2021-07-07,Negeri Sembilan,Pfizer,13248
2021-07-07,Pahang,Pfizer,5601
2021-07-07,Perak,Pfizer,4064
2021-07-07,Perlis,Pfizer,3141
2021-07-07,Pulau Pinang,Pfizer,4198
2021-07-07,Sabah,Pfizer,7842
2021-07-07,Sarawak,Pfizer,1668
2021-07-07,Selangor,Pfizer,20299
2021-07-07,Terengganu,Pfizer,3513
2021-07-07,W.P. Kuala Lumpur,Pfizer,9228
2021-07-07,W.P. Labuan,Pfizer,1619
2021-07-07,W.P. Putrajaya,Pfizer,2094
2021-07-08,Johor,Pfizer,11360
2021-07-08,Kedah,Pfizer,5405
2021-07-08,Kelantan,Pfizer,4725
2021-07-08,Melaka,Pfizer,1716
2021-07-08,Negeri Sembilan,Pfizer,12199
2021-07-08,Pahang,Pfizer,2758
2021-07-08,Perak,Pfizer,9342
2021-07-08,Perlis,Pfizer,1350
2021-07-08,Pulau Pinang,Pfizer,7037
2021-07-08,Sabah,Pfizer,6672
2021-07-08,Sarawak,Pfizer,1376
2021-07-08,Selangor,Pfizer,20953
2021-07-08,Terengganu,Pfizer,2347
2021-07-08,W.P. Kuala Lumpur,Pfizer,7993
2021-07-08,W.P. Labuan,Pfizer,2066
2021-07-08,W.P. Putrajaya,Pfizer,2143
2021-07-09,Johor,Pfizer,1657
2021-07-09,Kedah,Pfizer,1841
2021-07-09,Kelantan,Pfizer,7
2021-07-09,Melaka,Pfizer,1734
2021-07-09,Negeri Sembilan,Pfizer,11210
2021-07-09,Pahang,Pfizer,2974
2021-07-09,Perak,Pfizer,8774
2021-07-09,Perlis,Pfizer,497
2021-07-09,Pulau Pinang,Pfizer,5701
2021-07-09,Sabah,Pfizer,8803
2021-07-09,Sarawak,Pfizer,1969
2021-07-09,Selangor,Pfizer,25969
2021-07-09,Terengganu,Pfizer,17
2021-07-09,W.P. Kuala Lumpur,Pfizer,8536
2021-07-09,W.P. Labuan,Pfizer,2627
2021-07-09,W.P. Putrajaya,Pfizer,2077
2021-07-10,Johor,Pfizer,7119
2021-07-10,Kedah,Pfizer,2316
2021-07-10,Kelantan,Pfizer,0
2021-07-10,Melaka,Pfizer,4853
2021-07-10,Negeri Sembilan,Pfizer,13365
2021-07-10,Pahang,Pfizer,582
2021-07-10,Perak,Pfizer,6040
2021-07-10,Perlis,Pfizer,1388
2021-07-10,Pulau Pinang,Pfizer,4177
2021-07-10,Sabah,Pfizer,8454
2021-07-10,Sarawak,Pfizer,20554
2021-07-10,Selangor,Pfizer,23148
2021-07-10,Terengganu,Pfizer,7
2021-07-10,W.P. Kuala Lumpur,Pfizer,5347
2021-07-10,W.P. Labuan,Pfizer,2080
2021-07-10,W.P. Putrajaya,Pfizer,1850
2021-07-11,Johor,Pfizer,7935
2021-07-11,Kedah,Pfizer,7271
2021-07-11,Kelantan,Pfizer,7729
2021-07-11,Melaka,Pfizer,0
2021-07-11,Negeri Sembilan,Pfizer,11191
2021-07-11,Pahang,Pfizer,1
2021-07-11,Perak,Pfizer,4401
2021-07-11,Perlis,Pfizer,1644
2021-07-11,Pulau Pinang,Pfizer,79
